coin,time,funding_rate,premium
HYPE,2026-05-29 15:00:00.047000+00:00,1.25e-05,-0.0001126855
HYPE,2026-05-29 16:00:00.042000+00:00,1.25e-05,-0.0003038592
HYPE,2026-05-29 17:00:00.070000+00:00,-2.09965e-05,-0.0006679719
HYPE,2026-05-29 18:00:00.058000+00:00,-2.43767e-05,-0.0006950137
HYPE,2026-05-29 19:00:00.015000+00:00,-1.97572e-05,-0.000658058
HYPE,2026-05-29 20:00:00.023000+00:00,5.2924e-06,-0.0004576611
HYPE,2026-05-29 21:00:00.009000+00:00,1.157e-05,-0.0004074403
HYPE,2026-05-29 22:00:00.051000+00:00,-3.4555e-06,-0.0005276438
HYPE,2026-05-29 23:00:00.004000+00:00,1.25e-05,-0.0003753644
HYPE,2026-05-30 00:00:00.028000+00:00,-1.1975e-06,-0.00050958
HYPE,2026-05-30 01:00:00.060000+00:00,-1.73058e-05,-0.0006384467
HYPE,2026-05-30 02:00:00.046000+00:00,1.25e-05,-0.0003715677
HYPE,2026-05-30 03:00:00.016000+00:00,-5.1476e-06,-0.0005411805
HYPE,2026-05-30 04:00:00.011000+00:00,-3.1657e-05,-0.0007532562
HYPE,2026-05-30 05:00:00.025000+00:00,8.956e-06,-0.0004283523
HYPE,2026-05-30 06:00:00.060000+00:00,5.8576e-06,-0.0004531389
HYPE,2026-05-30 07:00:00.054000+00:00,-1.20293e-05,-0.0005962342
HYPE,2026-05-30 08:00:00.009000+00:00,1.22569e-05,-0.0004019444
HYPE,2026-05-30 09:00:00.066000+00:00,1.21003e-05,-0.0004031974
HYPE,2026-05-30 10:00:00.023000+00:00,1.24561e-05,-0.0004003513
HYPE,2026-05-30 11:00:00.024000+00:00,-5.5624e-06,-0.0005444989
HYPE,2026-05-30 12:00:00.050000+00:00,1.25e-05,-8.60454e-05
HYPE,2026-05-30 13:00:00.053000+00:00,1.25e-05,-0.0001187468
HYPE,2026-05-30 14:00:00.049000+00:00,1.25e-05,0.0001135214
HYPE,2026-05-30 15:00:00.029000+00:00,1.25e-05,-2.55045e-05
HYPE,2026-05-30 16:00:00.037000+00:00,1.25e-05,-0.0003127092
HYPE,2026-05-30 17:00:00.070000+00:00,-2.33792e-05,-0.000687034
HYPE,2026-05-30 18:00:00.038000+00:00,1.25e-05,-0.000276725
HYPE,2026-05-30 19:00:00.053000+00:00,1.03141e-05,-0.000417487
HYPE,2026-05-30 20:00:00.009000+00:00,-3.7729e-06,-0.0005301828
HYPE,2026-05-30 21:00:00.027000+00:00,1.25e-05,-0.000167986
HYPE,2026-05-30 22:00:00.060000+00:00,1.25e-05,-1.23622e-05
HYPE,2026-05-30 23:00:00.030000+00:00,1.25e-05,-3.32338e-05
HYPE,2026-05-31 00:00:00.055000+00:00,1.25e-05,-8.98605e-05
HYPE,2026-05-31 01:00:00.031000+00:00,1.25e-05,0.000100268
HYPE,2026-05-31 02:00:00.062000+00:00,1.25e-05,0.0005497797
HYPE,2026-05-31 03:00:00.003000+00:00,1.25e-05,0.000512009
HYPE,2026-05-31 04:00:00.040000+00:00,1.25e-05,0.0005494039
HYPE,2026-05-31 05:00:00.014000+00:00,4.52245e-05,0.0008617958
HYPE,2026-05-31 06:00:00.012000+00:00,1.25e-05,0.0004863259
HYPE,2026-05-31 07:00:00.007000+00:00,1.25e-05,0.0005069872
HYPE,2026-05-31 08:00:00.066000+00:00,1.27169e-05,0.0006017351
HYPE,2026-05-31 09:00:00.025000+00:00,3.22857e-05,0.0007582852
HYPE,2026-05-31 10:00:00.045000+00:00,1.25e-05,0.0004722457
HYPE,2026-05-31 11:00:00.064000+00:00,1.25e-05,0.0005840816
HYPE,2026-05-31 12:00:00.048000+00:00,1.25e-05,0.0005658373
HYPE,2026-05-31 13:00:00.065000+00:00,1.25e-05,0.0005455111
HYPE,2026-05-31 14:00:00.044000+00:00,1.29539e-05,0.0006036315
HYPE,2026-05-31 15:00:00.067000+00:00,1.25e-05,0.0004456354
HYPE,2026-05-31 16:00:00.042000+00:00,3.68732e-05,0.0007949854
HYPE,2026-05-31 17:00:00.009000+00:00,3.65282e-05,0.0007922253
HYPE,2026-05-31 18:00:00.037000+00:00,3.29912e-05,0.0007639296
HYPE,2026-05-31 19:00:00.023000+00:00,1.25e-05,0.0003447078
HYPE,2026-05-31 20:00:00.049000+00:00,2.12288e-05,0.0006698307
HYPE,2026-05-31 21:00:00.008000+00:00,1.2556e-05,0.000600448
HYPE,2026-05-31 22:00:00.006000+00:00,2.40455e-05,0.0006923644
HYPE,2026-05-31 23:00:00.059000+00:00,0.0001285911,0.0015287288
HYPE,2026-06-01 00:00:00.050000+00:00,2.35765e-05,0.0006886123
HYPE,2026-06-01 01:00:00.010000+00:00,6.10203e-05,0.0009881622
HYPE,2026-06-01 02:00:00.046000+00:00,9.0531e-05,0.0012242479
HYPE,2026-06-01 03:00:00.011000+00:00,0.0001597154,0.0017777234
HYPE,2026-06-01 04:00:00.002000+00:00,5.06965e-05,0.0009055724
HYPE,2026-06-01 05:00:00.044000+00:00,1.92386e-05,0.0006539086
HYPE,2026-06-01 06:00:00.037000+00:00,4.18711e-05,0.0008349688
HYPE,2026-06-01 07:00:00.013000+00:00,2.07713e-05,0.0006661702
HYPE,2026-06-01 08:00:00.010000+00:00,1.25e-05,0.0004627842
HYPE,2026-06-01 09:00:00.047000+00:00,1.25e-05,0.0005730872
HYPE,2026-06-01 10:00:00.040000+00:00,1.25e-05,0.0005175196
HYPE,2026-06-01 11:00:00.055000+00:00,1.25e-05,0.0001306629
HYPE,2026-06-01 12:00:00.049000+00:00,1.26205e-05,0.0006009641
HYPE,2026-06-01 13:00:00.049000+00:00,1.25e-05,0.0004613202
HYPE,2026-06-01 14:00:00.037000+00:00,1.25e-05,0.0004558667
HYPE,2026-06-01 15:00:00.039000+00:00,7.0342e-05,0.0010627356
HYPE,2026-06-01 16:00:00.001000+00:00,5.55652e-05,0.000944522
HYPE,2026-06-01 17:00:00.058000+00:00,0.0001010728,0.0013085826
HYPE,2026-06-01 18:00:00.025000+00:00,2.22364e-05,0.0006778909
HYPE,2026-06-01 19:00:00.027000+00:00,3.898e-05,0.0008118398
HYPE,2026-06-01 20:00:00.058000+00:00,1.78649e-05,0.0006429189
HYPE,2026-06-01 21:00:00.055000+00:00,1.25e-05,0.0004066336
HYPE,2026-06-01 22:00:00.044000+00:00,1.25e-05,0.0005585011
HYPE,2026-06-01 23:00:00.015000+00:00,2.80217e-05,0.0007241732
HYPE,2026-06-02 00:00:00.016000+00:00,8.80248e-05,0.0012041984
HYPE,2026-06-02 01:00:00.049000+00:00,1.25e-05,0.0004766608
HYPE,2026-06-02 02:00:00.054000+00:00,1.25e-05,0.0002904795
HYPE,2026-06-02 03:00:00.062000+00:00,1.25e-05,-3.6115e-06
HYPE,2026-06-02 04:00:00.063000+00:00,1.25e-05,-1.71584e-05
HYPE,2026-06-02 05:00:00.058000+00:00,1.25e-05,-0.0003331927
HYPE,2026-06-02 06:00:00.028000+00:00,1.25e-05,6.66334e-05
HYPE,2026-06-02 07:00:00.028000+00:00,1.25e-05,-2.23443e-05
HYPE,2026-06-02 08:00:00.005000+00:00,1.25e-05,0.0002837377
HYPE,2026-06-02 09:00:00.004000+00:00,1.25e-05,0.0001621047
HYPE,2026-06-02 10:00:00.060000+00:00,1.25e-05,0.0002977981
HYPE,2026-06-02 11:00:00.048000+00:00,1.25e-05,0.0002576226
HYPE,2026-06-02 12:00:00.006000+00:00,1.25e-05,0.0001143667
HYPE,2026-06-02 13:00:00.077000+00:00,1.25e-05,0.0002348646
HYPE,2026-06-02 14:00:00.037000+00:00,1.25e-05,0.000278671
HYPE,2026-06-02 15:00:00.036000+00:00,3.57208e-05,0.0007857665
HYPE,2026-06-02 16:00:00.038000+00:00,3.6272e-05,0.0007901762
HYPE,2026-06-02 17:00:00.008000+00:00,6.4686e-05,0.0010174878
HYPE,2026-06-02 18:00:00.014000+00:00,5.30971e-05,0.000924777
HYPE,2026-06-02 19:00:00.026000+00:00,8.82116e-05,0.0012056926
HYPE,2026-06-02 20:00:00.012000+00:00,0.0001383704,0.0016069634
HYPE,2026-06-02 21:00:00.028000+00:00,3.2043e-05,0.0007563437
HYPE,2026-06-02 22:00:00.035000+00:00,1.25e-05,0.0005093634
HYPE,2026-06-02 23:00:00.004000+00:00,1.25e-05,0.0002649314
HYPE,2026-06-03 00:00:00.019000+00:00,1.25e-05,0.000436245
HYPE,2026-06-03 01:00:00.036000+00:00,1.25e-05,0.0005058666
HYPE,2026-06-03 02:00:00.062000+00:00,1.25e-05,0.0002130527
HYPE,2026-06-03 03:00:00.014000+00:00,1.25e-05,0.0001075404
HYPE,2026-06-03 04:00:00.013000+00:00,1.25e-05,0.0002766907
HYPE,2026-06-03 05:00:00.067000+00:00,3.00831e-05,0.0007406651
HYPE,2026-06-03 06:00:00.063000+00:00,4.77547e-05,0.0008820377
HYPE,2026-06-03 07:00:00.027000+00:00,1.25e-05,0.0001784822
HYPE,2026-06-03 08:00:00.040000+00:00,1.25e-05,5.06906e-05
HYPE,2026-06-03 09:00:00.040000+00:00,1.25e-05,-0.000332201
HYPE,2026-06-03 10:00:00.062000+00:00,1.25e-05,0.000120896
HYPE,2026-06-03 11:00:00.013000+00:00,1.25e-05,0.0004211651
HYPE,2026-06-03 12:00:00.046000+00:00,1.25e-05,0.0002797787
HYPE,2026-06-03 13:00:00.050000+00:00,1.25e-05,0.0002578801
HYPE,2026-06-03 14:00:00.007000+00:00,1.25e-05,0.0002865908
HYPE,2026-06-03 15:00:00.049000+00:00,1.25e-05,0.0004523775
HYPE,2026-06-03 16:00:00.028000+00:00,1.25e-05,0.0005548249
HYPE,2026-06-03 17:00:00.013000+00:00,1.25e-05,0.0003654697
HYPE,2026-06-03 18:00:00.020000+00:00,2.69733e-05,0.0007157865
HYPE,2026-06-03 19:00:00+00:00,2.40178e-05,0.000692142
HYPE,2026-06-03 20:00:00.019000+00:00,1.68516e-05,0.0006348127
HYPE,2026-06-03 21:00:00.009000+00:00,1.6706e-05,0.0006336482
HYPE,2026-06-03 22:00:00.056000+00:00,2.8695e-05,0.0007295596
HYPE,2026-06-03 23:00:00.002000+00:00,4.67908e-05,0.0008743261
HYPE,2026-06-04 00:00:00.032000+00:00,4.03927e-05,0.0008231417
HYPE,2026-06-04 01:00:00.002000+00:00,3.05764e-05,0.0007446115
HYPE,2026-06-04 02:00:00.047000+00:00,2.5828e-05,0.0007066237
HYPE,2026-06-04 03:00:00.080000+00:00,4.5321e-05,0.0008625682
HYPE,2026-06-04 04:00:00.010000+00:00,0.0001143355,0.001414684
HYPE,2026-06-04 05:00:00.076000+00:00,0.0001085056,0.0013680451
HYPE,2026-06-04 06:00:00.007000+00:00,1.25e-05,0.0004437402
HYPE,2026-06-04 07:00:00.059000+00:00,2.73461e-05,0.0007187691
HYPE,2026-06-04 08:00:00.004000+00:00,5.58704e-05,0.0009469633
HYPE,2026-06-04 09:00:00.027000+00:00,6.67976e-05,0.0010343806
HYPE,2026-06-04 10:00:00.015000+00:00,6.47945e-05,0.0010183563
HYPE,2026-06-04 11:00:00.025000+00:00,8.18603e-05,0.0011548828
BTC,2026-04-30 12:00:00.065000+00:00,-7.3776e-06,-0.0005590206
BTC,2026-04-30 13:00:00.045000+00:00,-3.7274e-06,-0.0005298192
BTC,2026-04-30 14:00:00.004000+00:00,-6.7416e-06,-0.0005539325
BTC,2026-04-30 15:00:00.033000+00:00,-1.07591e-05,-0.0005860731
BTC,2026-04-30 16:00:00.003000+00:00,9.84e-08,-0.0004992127
BTC,2026-04-30 17:00:00.029000+00:00,-1.08569e-05,-0.000586855
BTC,2026-04-30 18:00:00.025000+00:00,-8.7976e-06,-0.0005703809
BTC,2026-04-30 19:00:00.030000+00:00,-4.2398e-06,-0.0005339188
BTC,2026-04-30 20:00:00.048000+00:00,-4.1576e-06,-0.0005332611
BTC,2026-04-30 21:00:00.009000+00:00,-9.7388e-06,-0.0005779107
BTC,2026-04-30 22:00:00.010000+00:00,-1.19657e-05,-0.0005957257
BTC,2026-04-30 23:00:00.005000+00:00,-1.54515e-05,-0.0006236124
BTC,2026-05-01 00:00:00.045000+00:00,-8.6543e-06,-0.0005692341
BTC,2026-05-01 01:00:00.040000+00:00,-8.5919e-06,-0.0005687349
BTC,2026-05-01 02:00:00.073000+00:00,-6.5515e-06,-0.0005524122
BTC,2026-05-01 03:00:00.003000+00:00,-1.22214e-05,-0.0005977711
BTC,2026-05-01 04:00:00.097000+00:00,-1.06129e-05,-0.0005849034
BTC,2026-05-01 05:00:00.029000+00:00,-8.5227e-06,-0.0005681815
BTC,2026-05-01 06:00:00.052000+00:00,-7.15e-08,-0.0005005717
BTC,2026-05-01 07:00:00.028000+00:00,-4.4707e-06,-0.0005357652
BTC,2026-05-01 08:00:00.049000+00:00,5.068e-07,-0.0004959455
BTC,2026-05-01 09:00:00.046000+00:00,1.3802e-06,-0.0004889584
BTC,2026-05-01 10:00:00.063000+00:00,-5.7948e-06,-0.0005463581
BTC,2026-05-01 11:00:00.046000+00:00,-3.8601e-06,-0.0005308807
BTC,2026-05-01 12:00:00.012000+00:00,2.4091e-06,-0.0004807269
BTC,2026-05-01 13:00:00.028000+00:00,2.6167e-06,-0.000479066
BTC,2026-05-01 14:00:00.051000+00:00,-5.4708e-06,-0.0005437668
BTC,2026-05-01 15:00:00.002000+00:00,-2.2769e-06,-0.0005182154
BTC,2026-05-01 16:00:00.055000+00:00,-7.963e-06,-0.0005637042
BTC,2026-05-01 17:00:00.055000+00:00,-1.24216e-05,-0.0005993729
BTC,2026-05-01 18:00:00.043000+00:00,-9.082e-06,-0.0005726562
BTC,2026-05-01 19:00:00.031000+00:00,-9.4825e-06,-0.0005758598
BTC,2026-05-01 20:00:00.011000+00:00,-7.5953e-06,-0.0005607621
BTC,2026-05-01 21:00:00.059000+00:00,-1.21606e-05,-0.0005972849
BTC,2026-05-01 22:00:00.054000+00:00,-1.40194e-05,-0.0006121551
BTC,2026-05-01 23:00:00.002000+00:00,-1.62659e-05,-0.0006301271
BTC,2026-05-02 00:00:00.010000+00:00,-1.27207e-05,-0.0006017658
BTC,2026-05-02 01:00:00.070000+00:00,-7.2342e-06,-0.0005578739
BTC,2026-05-02 02:00:00.056000+00:00,-5.6858e-06,-0.0005454862
BTC,2026-05-02 03:00:00.038000+00:00,-7.0227e-06,-0.0005561815
BTC,2026-05-02 04:00:00.019000+00:00,-1.9129e-06,-0.0005153029
BTC,2026-05-02 05:00:00.004000+00:00,-3.5117e-06,-0.0005280934
BTC,2026-05-02 06:00:00.040000+00:00,-1.28657e-05,-0.0006029257
BTC,2026-05-02 07:00:00.044000+00:00,-4.6017e-06,-0.0005368137
BTC,2026-05-02 08:00:00.031000+00:00,6.1381e-06,-0.0004508949
BTC,2026-05-02 09:00:00.002000+00:00,5.626e-06,-0.0004549923
BTC,2026-05-02 10:00:00.010000+00:00,-1.0802e-06,-0.0005086414
BTC,2026-05-02 11:00:00.041000+00:00,-2.8316e-06,-0.000522653
BTC,2026-05-02 12:00:00.048000+00:00,-1.5557e-06,-0.0005124455
BTC,2026-05-02 13:00:00.017000+00:00,2.4668e-06,-0.000480266
BTC,2026-05-02 14:00:00.025000+00:00,6.827e-07,-0.0004945385
BTC,2026-05-02 15:00:00.021000+00:00,-3.889e-06,-0.0005311123
BTC,2026-05-02 16:00:00.033000+00:00,-3.912e-07,-0.0005031299
BTC,2026-05-02 17:00:00.048000+00:00,-2.081e-06,-0.000516648
BTC,2026-05-02 18:00:00.025000+00:00,-2.3529e-06,-0.0005188235
BTC,2026-05-02 19:00:00.038000+00:00,1.9205e-06,-0.000484636
BTC,2026-05-02 20:00:00.064000+00:00,1.07283e-05,-0.0004141735
BTC,2026-05-02 21:00:00.020000+00:00,7.7272e-06,-0.0004381822
BTC,2026-05-02 22:00:00+00:00,9.23e-06,-0.0004261602
BTC,2026-05-02 23:00:00.067000+00:00,8.9491e-06,-0.000428407
BTC,2026-05-03 00:00:00.049000+00:00,1.13842e-05,-0.0004089262
BTC,2026-05-03 01:00:00.025000+00:00,1.03e-05,-0.0004176002
BTC,2026-05-03 02:00:00.016000+00:00,6.9687e-06,-0.0004442502
BTC,2026-05-03 03:00:00.053000+00:00,9.547e-07,-0.0004923624
BTC,2026-05-03 04:00:00.034000+00:00,4.8385e-06,-0.000461292
BTC,2026-05-03 05:00:00.010000+00:00,3.122e-07,-0.0004975023
BTC,2026-05-03 06:00:00.024000+00:00,4.673e-07,-0.0004962617
BTC,2026-05-03 07:00:00.004000+00:00,-5.505e-07,-0.0005044036
BTC,2026-05-03 08:00:00.037000+00:00,5.0517e-06,-0.0004595863
BTC,2026-05-03 09:00:00.018000+00:00,8.7945e-06,-0.0004296439
BTC,2026-05-03 10:00:00.038000+00:00,1.25e-05,-0.000392324
BTC,2026-05-03 11:00:00.052000+00:00,4.1431e-06,-0.0004668552
BTC,2026-05-03 12:00:00.047000+00:00,5.9225e-06,-0.0004526198
BTC,2026-05-03 13:00:00.005000+00:00,3.9716e-06,-0.0004682268
BTC,2026-05-03 14:00:00.027000+00:00,8.1589e-06,-0.0004347285
BTC,2026-05-03 15:00:00.059000+00:00,9.938e-06,-0.000420496
BTC,2026-05-03 16:00:00.054000+00:00,5.9954e-06,-0.0004520369
BTC,2026-05-03 17:00:00.044000+00:00,9.5109e-06,-0.0004239131
BTC,2026-05-03 18:00:00.060000+00:00,1.25e-05,-0.000378473
BTC,2026-05-03 19:00:00.014000+00:00,2.7895e-06,-0.0004776843
BTC,2026-05-03 20:00:00.040000+00:00,5.4428e-06,-0.0004564575
BTC,2026-05-03 21:00:00.037000+00:00,1.06337e-05,-0.0004149303
BTC,2026-05-03 22:00:00.024000+00:00,1.17005e-05,-0.0004063961
BTC,2026-05-03 23:00:00.039000+00:00,8.1008e-06,-0.0004351937
BTC,2026-05-04 00:00:00.030000+00:00,-1.5458e-06,-0.0005123661
BTC,2026-05-04 01:00:00.063000+00:00,2.6322e-06,-0.0004789424
BTC,2026-05-04 02:00:00.059000+00:00,5.354e-06,-0.0004571679
BTC,2026-05-04 03:00:00.012000+00:00,2.4323e-06,-0.0004805416
BTC,2026-05-04 04:00:00.014000+00:00,-1.85e-06,-0.0005148002
BTC,2026-05-04 05:00:00.025000+00:00,-1.01708e-05,-0.0005813664
BTC,2026-05-04 06:00:00.035000+00:00,-8.1725e-06,-0.0005653796
BTC,2026-05-04 07:00:00.001000+00:00,-8.4629e-06,-0.000567703
BTC,2026-05-04 08:00:00.065000+00:00,-7.121e-07,-0.0005056972
BTC,2026-05-04 09:00:00.015000+00:00,2.9908e-06,-0.0004760735
BTC,2026-05-04 10:00:00.011000+00:00,3.1452e-06,-0.0004748381
BTC,2026-05-04 11:00:00.065000+00:00,4.7913e-06,-0.0004616694
BTC,2026-05-04 12:00:00.066000+00:00,3.137e-06,-0.0004749041
BTC,2026-05-04 13:00:00.032000+00:00,6.4108e-06,-0.0004487133
BTC,2026-05-04 14:00:00.079000+00:00,2.8133e-06,-0.0004774937
BTC,2026-05-04 15:00:00.062000+00:00,3.3074e-06,-0.0004735407
BTC,2026-05-04 16:00:00.030000+00:00,-7.4756e-06,-0.0005598044
BTC,2026-05-04 17:00:00.041000+00:00,-8.6374e-06,-0.0005690995
BTC,2026-05-04 18:00:00.053000+00:00,-1.4091e-05,-0.0006127278
BTC,2026-05-04 19:00:00.037000+00:00,-1.55014e-05,-0.0006240114
BTC,2026-05-04 20:00:00.060000+00:00,-9.1766e-06,-0.0005734125
BTC,2026-05-04 21:00:00.052000+00:00,-1.67224e-05,-0.0006337793
BTC,2026-05-04 22:00:00.075000+00:00,-5.3649e-06,-0.0005429188
BTC,2026-05-04 23:00:00.055000+00:00,-6.8027e-06,-0.0005544214
BTC,2026-05-05 00:00:00.021000+00:00,-1.32818e-05,-0.0006062541
BTC,2026-05-05 01:00:00.040000+00:00,-9.071e-06,-0.0005725678
BTC,2026-05-05 02:00:00.044000+00:00,-3.7253e-06,-0.0005298028
BTC,2026-05-05 03:00:00.039000+00:00,-3.9228e-06,-0.0005313826
BTC,2026-05-05 04:00:00.016000+00:00,-6.521e-07,-0.0005052165
BTC,2026-05-05 05:00:00.057000+00:00,1.7407e-06,-0.0004860748
BTC,2026-05-05 06:00:00.006000+00:00,2.5697e-06,-0.0004794427
BTC,2026-05-05 07:00:00.052000+00:00,-6.1987e-06,-0.0005495894
BTC,2026-05-05 08:00:00.055000+00:00,7.4186e-06,-0.0004406515
BTC,2026-05-05 09:00:00.016000+00:00,5.2941e-06,-0.0004576468
BTC,2026-05-05 10:00:00.002000+00:00,7.8924e-06,-0.0004368607
BTC,2026-05-05 11:00:00.054000+00:00,1.25e-05,-0.0003657294
BTC,2026-05-05 12:00:00.025000+00:00,1.25e-05,-0.0003682697
BTC,2026-05-05 13:00:00.065000+00:00,1.25e-05,-0.0003892674
BTC,2026-05-05 14:00:00.022000+00:00,1.25e-05,-0.0003750067
BTC,2026-05-05 15:00:00.017000+00:00,7.8288e-06,-0.0004373692
BTC,2026-05-05 16:00:00.028000+00:00,6.6353e-06,-0.0004469175
BTC,2026-05-05 17:00:00.003000+00:00,-1.7766e-06,-0.0005142129
BTC,2026-05-05 18:00:00.061000+00:00,9.6091e-06,-0.0004231275
BTC,2026-05-05 19:00:00.036000+00:00,9.2567e-06,-0.000425946
BTC,2026-05-05 20:00:00.001000+00:00,5.2501e-06,-0.0004579995
BTC,2026-05-05 21:00:00.044000+00:00,2.2706e-06,-0.0004818349
BTC,2026-05-05 22:00:00.066000+00:00,1.5171e-06,-0.0004878632
BTC,2026-05-05 23:00:00.056000+00:00,-3.4166e-06,-0.0005273329
BTC,2026-05-06 00:00:00.026000+00:00,-2.1595e-06,-0.0005172762
BTC,2026-05-06 01:00:00.002000+00:00,5.4737e-06,-0.0004562101
BTC,2026-05-06 02:00:00.010000+00:00,7.5586e-06,-0.0004395314
BTC,2026-05-06 03:00:00.061000+00:00,3.6771e-06,-0.0004705833
BTC,2026-05-06 04:00:00.067000+00:00,9.8715e-06,-0.0004210279
BTC,2026-05-06 05:00:00.011000+00:00,6.6866e-06,-0.0004465068
BTC,2026-05-06 06:00:00.051000+00:00,6.2725e-06,-0.0004498203
BTC,2026-05-06 07:00:00.046000+00:00,1.25e-05,-0.0003202894
BTC,2026-05-06 08:00:00.014000+00:00,1.25e-05,-0.000319534
BTC,2026-05-06 09:00:00.029000+00:00,1.25e-05,-0.0002601216
BTC,2026-05-06 10:00:00.058000+00:00,1.25e-05,-0.0003784224
BTC,2026-05-06 11:00:00.012000+00:00,1.25e-05,-0.0003919934
BTC,2026-05-06 12:00:00.046000+00:00,1.25e-05,-0.0003963346
BTC,2026-05-06 13:00:00.027000+00:00,9.1057e-06,-0.000427154
BTC,2026-05-06 14:00:00.062000+00:00,1.25e-05,-0.0003969646
BTC,2026-05-06 15:00:00.012000+00:00,1.25e-05,-0.0002946929
BTC,2026-05-06 16:00:00.063000+00:00,1.25e-05,-0.0003050042
BTC,2026-05-06 17:00:00.019000+00:00,1.25e-05,-0.0003669211
BTC,2026-05-06 18:00:00.065000+00:00,4.5611e-06,-0.0004635113
BTC,2026-05-06 19:00:00.068000+00:00,4.7024e-06,-0.0004623809
BTC,2026-05-06 20:00:00.077000+00:00,8.9554e-06,-0.0004283571
BTC,2026-05-06 21:00:00.026000+00:00,1.10661e-05,-0.0004114715
BTC,2026-05-06 22:00:00.045000+00:00,1.11553e-05,-0.0004107573
BTC,2026-05-06 23:00:00+00:00,1.5736e-06,-0.0004874115
BTC,2026-05-07 00:00:00.059000+00:00,1.0824e-05,-0.0004134077
BTC,2026-05-07 01:00:00.065000+00:00,3.1512e-06,-0.0004747908
BTC,2026-05-07 02:00:00.043000+00:00,9.1257e-06,-0.0004269948
BTC,2026-05-07 03:00:00.030000+00:00,6.3751e-06,-0.0004489991
BTC,2026-05-07 04:00:00.026000+00:00,2.5518e-06,-0.0004795853
BTC,2026-05-07 05:00:00.051000+00:00,5.6172e-06,-0.0004550623
BTC,2026-05-07 06:00:00.013000+00:00,2.0828e-06,-0.0004833374
BTC,2026-05-07 07:00:00.061000+00:00,7.0447e-06,-0.000443642
BTC,2026-05-07 08:00:00.060000+00:00,-9.9e-08,-0.0005007922
BTC,2026-05-07 09:00:00.013000+00:00,-4.7868e-06,-0.0005382946
BTC,2026-05-07 10:00:00.020000+00:00,-8.1379e-06,-0.0005651036
BTC,2026-05-07 11:00:00.037000+00:00,3.0121e-06,-0.000475903
BTC,2026-05-07 12:00:00.009000+00:00,4.6777e-06,-0.000462578
BTC,2026-05-07 13:00:00.041000+00:00,1.05195e-05,-0.0004158436
BTC,2026-05-07 14:00:00.079000+00:00,4.9756e-06,-0.0004601955
BTC,2026-05-07 15:00:00.021000+00:00,9.5045e-06,-0.000423964
BTC,2026-05-07 16:00:00.044000+00:00,1.25e-05,-0.0003483509
BTC,2026-05-07 17:00:00.070000+00:00,1.25e-05,-0.0003098643
BTC,2026-05-07 18:00:00.001000+00:00,1.25e-05,-0.0002107465
BTC,2026-05-07 19:00:00.025000+00:00,1.25e-05,-0.0001920383
BTC,2026-05-07 20:00:00.029000+00:00,1.25e-05,-0.0002994042
BTC,2026-05-07 21:00:00.026000+00:00,1.19111e-05,-0.0004047111
BTC,2026-05-07 22:00:00.025000+00:00,1.25e-05,-0.00038722
BTC,2026-05-07 23:00:00.057000+00:00,1.25e-05,-0.0003205962
BTC,2026-05-08 00:00:00.069000+00:00,1.25e-05,-0.0002660307
BTC,2026-05-08 01:00:00.002000+00:00,1.25e-05,-0.0003466129
BTC,2026-05-08 02:00:00.026000+00:00,1.25e-05,-0.0003845564
BTC,2026-05-08 03:00:00.048000+00:00,1.25e-05,-0.0003558069
BTC,2026-05-08 04:00:00.023000+00:00,1.25e-05,-0.00032641
BTC,2026-05-08 05:00:00.023000+00:00,1.25e-05,-0.0003979022
BTC,2026-05-08 06:00:00.012000+00:00,1.25e-05,-0.0003624093
BTC,2026-05-08 07:00:00.012000+00:00,1.25e-05,-0.0003648195
BTC,2026-05-08 08:00:00.002000+00:00,1.25e-05,-0.0003094141
BTC,2026-05-08 09:00:00.038000+00:00,1.25e-05,-0.0002369731
BTC,2026-05-08 10:00:00.074000+00:00,1.25e-05,-0.0003469084
BTC,2026-05-08 11:00:00.003000+00:00,1.25e-05,-0.0003449766
BTC,2026-05-08 12:00:00.055000+00:00,1.7726e-06,-0.0004858191
BTC,2026-05-08 13:00:00.029000+00:00,5.338e-06,-0.0004572962
BTC,2026-05-08 14:00:00.050000+00:00,1.16814e-05,-0.0004065489
BTC,2026-05-08 15:00:00.064000+00:00,1.25e-05,-0.0003921234
BTC,2026-05-08 16:00:00.018000+00:00,4.1508e-06,-0.0004667936
BTC,2026-05-08 17:00:00.053000+00:00,-1.6897e-06,-0.0005135174
BTC,2026-05-08 18:00:00.064000+00:00,1.25e-05,-0.0003994215
BTC,2026-05-08 19:00:00.038000+00:00,1.17283e-05,-0.0004061733
BTC,2026-05-08 20:00:00.043000+00:00,1.23143e-05,-0.0004014853
BTC,2026-05-08 21:00:00.041000+00:00,1.25e-05,-0.0003590253
BTC,2026-05-08 22:00:00.054000+00:00,1.08928e-05,-0.0004128579
BTC,2026-05-08 23:00:00.009000+00:00,1.25e-05,-0.0003711375
BTC,2026-05-09 00:00:00+00:00,2.008e-06,-0.0004839363
BTC,2026-05-09 01:00:00.009000+00:00,7.4556e-06,-0.0004403553
BTC,2026-05-09 02:00:00.018000+00:00,1.25e-05,-0.0003561923
BTC,2026-05-09 03:00:00.006000+00:00,1.25e-05,-0.0003048449
BTC,2026-05-09 04:00:00.003000+00:00,1.25e-05,-0.00033026
BTC,2026-05-09 05:00:00.047000+00:00,1.25e-05,-0.0003898993
